;num_trial;path_seed;noise_lvl;slope;sd;mean;min;max;response;RT;prop_left;acc
0;0;564542017;3.0;6.0;3.0;5.96;-0.74;13.03;1;0.158;0;1
1;1;564542017;3.0;4.0;3.0;3.96;-2.74;11.03;1;0.288;0;1
2;2;708828609;3.0;2.0;2.98;1.99;-4.33;8.74;1;0.553;0;1
3;3;708828609;3.0;0.0;2.98;-0.01;-6.33;6.74;-1;0.40900000000000003;1;0
4;4;348283459;3.0;1.0;2.98;1.01;-7.26;8.74;1;0.356;0;1
5;5;348283459;3.0;1.0;2.98;1.01;-7.26;8.74;1;0.471;0;1
6;6;267566244;3.0;0.5;2.98;0.5;-6.18;7.06;1;0.571;0;1
7;7;267566244;3.0;0.5;2.98;0.5;-6.18;7.06;1;0.439;0;1
8;8;16647301;3.0;0.0;3.0;-0.04;-6.8;6.95;1;0.399;0;0
9;9;16647301;3.0;1.0;3.0;0.96;-5.8;7.95;1;0.806;0;1
10;10;182719943;3.0;1.0;3.03;0.93;-5.39;7.66;-1;0.419;1;0
11;11;182719943;3.0;1.5;3.03;1.43;-4.89;8.16;-1;0.367;1;0
12;12;663561545;3.0;2.0;2.97;2.0;-5.28;9.5;1;0.40900000000000003;0;1
13;13;663561545;3.0;2.0;2.97;2.0;-5.28;9.5;1;0.423;0;1
14;14;736200266;3.0;1.5;2.98;1.49;-5.95;8.08;1;0.618;0;1
15;15;736200266;3.0;1.5;2.98;1.49;-5.95;8.08;1;0.255;0;1
16;16;939097707;3.0;1.0;3.0;0.97;-6.34;8.36;-1;0.441;1;0
17;17;939097707;3.0;1.5;3.0;1.47;-5.84;8.86;-1;0.357;1;0
18;18;347338382;3.0;2.0;2.99;1.99;-5.71;9.74;1;0.613;0;1
19;19;347338382;3.0;2.0;2.99;1.99;-5.71;9.74;1;0.548;0;1
20;20;714756784;3.0;-6.0;3.0;-6.05;-13.51;1.39;-1;0.28;1;1
21;21;714756784;3.0;-4.0;3.0;-4.05;-11.51;3.39;-1;0.186;1;1
22;22;550250207;3.0;-2.0;3.0;-2.03;-8.74;4.33;1;0.191;0;0
23;23;550250207;3.0;-2.5;3.0;-2.53;-9.24;3.83;-1;0.488;1;1
24;24;893629044;3.0;-2.5;3.0;-2.54;-9.55;4.9;-1;0.295;1;1
25;25;893629044;3.0;-2.0;3.0;-2.04;-9.05;5.4;1;0.169;0;0
26;26;994409911;3.0;-2.5;2.99;-2.48;-9.62;3.64;-1;0.305;1;1
27;27;994409911;3.0;-2.5;2.99;-2.48;-9.62;3.64;-1;0.29;1;1
28;28;935484024;3.0;-2.0;2.97;-2.0;-9.88;5.72;-1;0.711;1;1
29;29;935484024;3.0;-2.0;2.97;-2.0;-9.88;5.72;-1;0.442;1;1
30;30;798330489;3.0;-1.5;2.99;-1.47;-8.92;5.51;1;0.634;0;0
31;31;798330489;3.0;-2.0;2.99;-1.97;-9.42;5.01;1;0.409;0;0
32;32;928864415;3.0;-2.5;2.98;-2.52;-10.45;5.19;-1;0.592;1;1
33;33;928864415;3.0;-2.5;2.98;-2.52;-10.45;5.19;-1;0.169;1;1
34;34;347338382;3.0;-2.0;2.99;-2.01;-9.71;5.74;-1;0.491;1;1
35;35;347338382;3.0;-2.0;2.99;-2.01;-9.71;5.74;-1;0.87;1;1
36;36;409060100;3.0;-1.5;3.01;-1.45;-7.66;4.66;1;0.47;0;0
37;37;409060100;3.0;-2.0;3.01;-1.95;-8.16;4.16;1;0.322;0;0
38;38;658159113;3.0;-2.5;2.99;-2.46;-9.37;5.06;-1;0.605;1;1
39;39;658159113;3.0;-2.5;2.99;-2.46;-9.37;5.06;-1;0.205;1;1
40;0;678891659;4.5;6.0;4.51;5.94;-5.44;17.66;1;0.871;0;1
41;1;678891659;4.5;4.0;4.51;3.94;-7.44;15.66;1;0.544;0;1
42;2;101637981;4.5;2.0;4.48;2.06;-8.95;12.03;1;0.45799999999999996;0;1
43;3;101637981;4.5;0.0;4.48;0.06;-10.95;10.03;1;0.108;0;0
44;4;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;1;0.68;0;1
45;5;347338382;4.5;1.0;4.48;0.98;-10.57;12.62;1;0.128;0;1
46;6;538339265;4.5;0.5;4.52;0.58;-10.06;11.8;1;0.48;0;1
47;7;538339265;4.5;0.5;4.52;0.58;-10.06;11.8;1;0.246;0;1
48;8;731673578;4.5;0.0;4.47;-0.02;-10.34;10.54;-1;0.42;1;0
49;9;731673578;4.5;1.0;4.47;0.98;-9.34;11.54;-1;0.322;1;0
50;10;447369645;4.5;1.5;4.49;1.54;-10.23;11.17;1;0.45799999999999996;0;1
51;11;447369645;4.5;1.5;4.49;1.54;-10.23;11.17;1;0.566;0;1
52;12;164302326;4.5;1.0;4.46;1.0;-10.3;14.12;-1;0.474;1;0
53;13;164302326;4.5;1.5;4.46;1.5;-9.8;14.62;-1;0.314;1;0
54;14;610624057;4.5;2.0;4.49;2.05;-8.66;11.56;1;0.53;0;1
55;15;610624057;4.5;2.0;4.49;2.05;-8.66;11.56;1;0.608;0;1
56;16;973130780;4.5;1.5;4.61;1.35;-9.39;13.05;-1;0.446;1;0
57;17;973130780;4.5;2.0;4.61;1.85;-8.89;13.55;-1;0.047;1;0
58;18;570542700;4.5;2.5;4.5;2.56;-8.54;11.21;1;0.809;0;1
59;19;570542700;4.5;2.5;4.5;2.56;-8.54;11.21;1;0.231;0;1
60;20;956002509;4.5;-6.0;4.47;-6.01;-16.36;3.06;-1;0.373;1;1
61;21;956002509;4.5;-4.0;4.47;-4.01;-14.36;5.06;-1;0.32;1;1
62;22;575387501;4.5;-2.0;4.63;-2.15;-15.18;5.59;-1;0.379;1;1
63;23;575387501;4.5;0.0;4.63;-0.15;-13.18;7.59;-1;0.123;1;0
64;24;675929460;4.5;-1.0;4.51;-0.94;-12.29;10.92;1;0.503;0;0
65;25;675929460;4.5;-1.5;4.51;-1.44;-12.79;10.42;1;0.375;0;0
66;26;953722694;4.5;-2.0;4.6;-1.87;-10.97;10.25;-1;0.619;1;1
67;27;953722694;4.5;-2.0;4.6;-1.87;-10.97;10.25;-1;0.299;1;1
68;28;242808426;4.5;-1.5;4.46;-1.51;-13.44;13.57;-1;0.522;1;1
69;29;242808426;4.5;-1.5;4.46;-1.51;-13.44;13.57;-1;0.472;1;1
70;30;893241675;4.5;-1.0;4.46;-0.99;-15.56;6.3;-1;0.485;1;1
71;31;893241675;4.5;-1.0;4.46;-0.99;-15.56;6.3;-1;1.228;1;1
72;32;764797806;4.5;-0.5;4.48;-0.53;-11.04;9.25;-1;0.485;1;1
73;33;764797806;4.5;-0.5;4.48;-0.53;-11.04;9.25;-1;0.415;1;1
74;34;164302326;4.5;0.0;4.46;0.0;-11.3;13.12;-1;1.383;1;0
75;35;164302326;4.5;-1.0;4.46;-1.0;-12.3;12.12;-1;0.405;1;1
76;36;851986172;4.5;-1.0;4.48;-1.03;-11.19;11.03;-1;0.733;1;1
77;37;851986172;4.5;-0.5;4.48;-0.53;-10.69;11.53;-1;0.156;1;1
78;38;851986172;4.5;-0.5;4.48;-0.53;-10.69;11.53;1;0.764;0;0
79;39;851986172;4.5;-1.0;4.48;-1.03;-11.19;11.03;1;0.038;0;0
80;0;372553040;6.0;6.0;6.07;5.87;-9.69;18.29;1;0.551;0;1
81;1;372553040;6.0;4.0;6.07;3.87;-11.69;16.29;1;0.232;0;1
82;2;733117513;6.0;2.0;5.98;1.94;-15.1;15.46;1;0.691;0;1
83;3;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;1;0.298;0;0
84;4;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;0.509;1;0
85;5;575387501;6.0;1.5;6.17;1.3;-16.07;11.62;-1;0.233;1;0
86;6;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;1;0.435;0;1
87;7;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;1;0.282;0;1
88;8;610624057;6.0;1.5;5.99;1.57;-12.72;14.24;1;0.355;0;1
89;9;610624057;6.0;1.5;5.99;1.57;-12.72;14.24;1;0.485;0;1
90;10;731673578;6.0;1.0;5.96;0.98;-12.79;15.06;1;0.569;0;1
91;11;731673578;6.0;1.0;5.96;0.98;-12.79;15.06;1;0.27;0;1
92;12;538339265;6.0;0.5;6.03;0.61;-13.58;15.57;-1;1.317;1;0
93;13;538339265;6.0;1.0;6.03;1.11;-13.08;16.07;-1;0.229;1;0
94;14;638354634;6.0;1.5;5.96;1.55;-12.99;18.23;-1;0.502;1;0
95;15;638354634;6.0;2.0;5.96;2.05;-12.49;18.73;-1;0.3;1;0
96;16;956002509;6.0;2.5;5.96;2.48;-11.32;14.57;-1;1.211;1;0
97;17;956002509;6.0;3.0;5.96;2.98;-10.82;15.07;-1;0.18;1;0
98;18;728976698;6.0;3.5;6.02;3.61;-11.24;16.29;1;1.286;0;1
99;19;728976698;6.0;3.5;6.02;3.61;-11.24;16.29;1;0.221;0;1
100;20;372553040;6.0;-6.0;6.07;-6.13;-21.69;6.29;-1;0.536;1;1
101;21;372553040;6.0;-4.0;6.07;-4.13;-19.69;8.29;-1;0.705;1;1
102;22;733117513;6.0;-2.0;5.98;-2.06;-19.1;11.46;-1;0.426;1;1
103;23;733117513;6.0;0.0;5.98;-0.06;-17.1;13.46;-1;0.201;1;0
104;24;575387501;6.0;1.0;6.17;0.8;-16.57;11.12;-1;1.398;1;0
105;25;575387501;6.0;1.5;6.17;1.3;-16.07;11.62;-1;0.367;1;0
106;26;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;1;0.498;0;1
107;27;16647301;6.0;2.0;6.01;1.91;-11.6;15.9;-1;0.255;1;0
108;28;610624057;6.0;2.5;5.99;2.57;-11.72;15.24;1;0.379;0;1
109;29;610624057;6.0;2.5;5.99;2.57;-11.72;15.24;1;0.343;0;1
110;30;731673578;6.0;2.0;5.96;1.98;-11.79;16.06;1;0.47;0;1
111;31;731673578;6.0;2.0;5.96;1.98;-11.79;16.06;1;0.612;0;1
112;32;538339265;6.0;1.5;6.03;1.61;-12.58;16.57;-1;0.634;1;0
113;33;538339265;6.0;2.0;6.03;2.11;-12.08;17.07;-1;0.636;1;0
114;34;638354634;6.0;2.5;5.96;2.55;-11.99;19.23;1;0.635;0;1
115;35;638354634;6.0;2.5;5.96;2.55;-11.99;19.23;1;0.42;0;1
116;36;956002509;6.0;2.0;5.96;1.98;-11.82;14.07;-1;0.547;1;0
117;37;956002509;6.0;2.5;5.96;2.48;-11.32;14.57;-1;0.751;1;0
118;38;728976698;6.0;3.0;6.02;3.11;-11.74;15.79;-1;0.55;1;0
119;39;728976698;6.0;3.5;6.02;3.61;-11.24;16.29;-1;0.569;1;0
120;0;380127118;1.5;6.0;1.49;5.98;2.81;9.17;1;0.524;0;1
121;1;380127118;1.5;4.0;1.49;3.98;0.81;7.17;1;0.549;0;1
122;2;438462352;1.5;2.0;1.49;2.0;-0.59;5.52;1;0.736;0;1
123;3;438462352;1.5;0.0;1.49;-0.0;-2.59;3.52;1;0.611;0;0
124;4;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;-1;0.548;1;1
125;5;570875540;1.5;-1.0;1.5;-0.98;-4.87;2.94;-1;0.547;1;1
126;6;79695259;1.5;-0.5;1.5;-0.5;-4.17;3.59;-1;0.634;1;1
127;7;79695259;1.5;-0.5;1.5;-0.5;-4.17;3.59;-1;0.597;1;1
128;8;357337627;1.5;0.0;1.49;-0.02;-3.32;2.75;-1;0.427;1;0
129;9;357337627;1.5;-1.0;1.49;-1.02;-4.32;1.75;-1;0.517;1;1
130;10;339048478;1.5;-1.0;1.53;-1.04;-4.46;2.23;-1;0.479;1;1
131;11;339048478;1.5;-0.5;1.53;-0.54;-3.96;2.73;-1;0.512;1;1
132;12;3897512;1.5;-0.5;1.5;-0.53;-3.41;2.57;1;0.549;0;0
133;13;3897512;1.5;-1.0;1.5;-1.03;-3.91;2.07;1;0.52;0;0
134;14;152833960;1.5;-1.5;1.48;-1.5;-4.94;2.03;-1;0.699;1;1
135;15;152833960;1.5;-1.5;1.48;-1.5;-4.94;2.03;-1;0.482;1;1
136;16;386198835;1.5;-1.0;1.5;-1.0;-4.28;1.98;-1;0.653;1;1
137;17;386198835;1.5;-1.0;1.5;-1.0;-4.28;1.98;-1;0.417;1;1
138;18;426752948;1.5;-0.5;1.5;-0.51;-3.79;3.16;1;0.64;0;0
139;19;426752948;1.5;-1.0;1.5;-1.01;-4.29;2.66;-1;0.474;1;1
140;20;279855541;1.5;-6.0;1.53;-6.05;-9.73;-2.99;-1;0.846;1;1
141;21;279855541;1.5;-4.0;1.53;-4.05;-7.73;-0.99;-1;0.337;1;1
142;22;295334325;1.5;-2.0;1.48;-2.0;-6.12;1.16;-1;0.549;1;1
143;23;295334325;1.5;0.0;1.48;0.0;-4.12;3.16;-1;0.362;1;0
144;24;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.549;0;1
145;25;188144440;1.5;1.0;1.51;1.04;-2.83;4.24;1;0.327;0;1
146;26;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.549;0;1
147;27;393153215;1.5;0.5;1.49;0.49;-3.04;4.21;1;0.5;0;1
